"","Winter period","","","","","Summer period","","",""
"","Time from","Time to","Heat Demand","  ","","Time from","Time to","Heat Demand","Electricity Price"
"","DKK local time","DKK local time","MWh","DKK / Mwh(el)","","DKK local time","DKK local time","MWh","DKK / Mwh(el)"
"","3/12/2024 0:00","3/12/2024 1:00","6.05","965.70","","8/22/2024 0:00","8/22/2024 1:00","1.70","738.53"
"","3/12/2024 1:00","3/12/2024 2:00","6.05","934.21","","8/22/2024 1:00","8/22/2024 2:00","1.66","682.50"
"","3/12/2024 2:00","3/12/2024 3:00","6.06","981.11","","8/22/2024 2:00","8/22/2024 3:00","1.62","675.00"
"","3/12/2024 3:00","3/12/2024 4:00","6.24","949.69","","8/22/2024 3:00","8/22/2024 4:00","1.55","615.68"
"","3/12/2024 4:00","3/12/2024 5:00","6.75","881.88","","8/22/2024 4:00","8/22/2024 5:00","1.58","580.50"
"","3/12/2024 5:00","3/12/2024 6:00","6.74","885.08","","8/22/2024 5:00","8/22/2024 6:00","1.61","570.00"
"","3/12/2024 6:00","3/12/2024 7:00","6.72","804.15","","8/22/2024 6:00","8/22/2024 7:00","1.66","661.65"
"","3/12/2024 7:00","3/12/2024 8:00","6.27","864.83","","8/22/2024 7:00","8/22/2024 8:00","1.75","865.50"
"","3/12/2024 8:00","3/12/2024 9:00","6.51","1056.90","","8/22/2024 8:00","8/22/2024 9:00","1.78","900.00"
"","3/12/2024 9:00","3/12/2024 10:00","6.71","1004.78","","8/22/2024 9:00","8/22/2024 10:00","1.76","767.48"
"","3/12/2024 10:00","3/12/2024 11:00","6.59","1002.18","","8/22/2024 10:00","8/22/2024 11:00","1.76","622.50"
"","3/12/2024 11:00","3/12/2024 12:00","6.41","900.34","","8/22/2024 11:00","8/22/2024 12:00","1.94","380.78"
"","3/12/2024 12:00","3/12/2024 13:00","6.28","790.61","","8/22/2024 12:00","8/22/2024 13:00","1.86","119.03"
"","3/12/2024 13:00","3/12/2024 14:00","6.26","756.88","","8/22/2024 13:00","8/22/2024 14:00","1.79","96.90"
"","3/12/2024 14:00","3/12/2024 15:00","6.53","740.73","","8/22/2024 14:00","8/22/2024 15:00","1.62","144.98"
"","3/12/2024 15:00","3/12/2024 16:00","6.48","733.80","","8/22/2024 15:00","8/22/2024 16:00","1.55","202.73"
"","3/12/2024 16:00","3/12/2024 17:00","6.45","877.86","","8/22/2024 16:00","8/22/2024 17:00","1.55","221.18"
"","3/12/2024 17:00","3/12/2024 18:00","6.14","1123.45","","8/22/2024 17:00","8/22/2024 18:00","1.53","328.65"
"","3/12/2024 18:00","3/12/2024 19:00","6.30","1247.03","","8/22/2024 18:00","8/22/2024 19:00","1.56","375.45"
"","3/12/2024 19:00","3/12/2024 20:00","6.17","1002.63","","8/22/2024 19:00","8/22/2024 20:00","1.59","601.95"
"","3/12/2024 20:00","3/12/2024 21:00","6.10","1002.33","","8/22/2024 20:00","8/22/2024 21:00","1.61","1043.25"
"","3/12/2024 21:00","3/12/2024 22:00","6.09","797.16","","8/22/2024 21:00","8/22/2024 22:00","1.61","939.00"
"","3/12/2024 22:00","3/12/2024 23:00","6.09","767.38","","8/22/2024 22:00","8/22/2024 23:00","1.67","945.08"
"","3/12/2024 23:00","3/13/2024 0:00","6.03","734.85","","8/22/2024 23:00","8/23/2024 0:00","1.66","854.33"
"","3/13/2024 0:00","3/13/2024 1:00","6.08","773.11","","8/23/2024 0:00","8/23/2024 1:00","1.67","786.90"
"","3/13/2024 1:00","3/13/2024 2:00","6.18","753.01","","8/23/2024 1:00","8/23/2024 2:00","1.65","642.45"
"","3/13/2024 2:00","3/13/2024 3:00","6.26","751.67","","8/23/2024 2:00","8/23/2024 3:00","1.60","592.50"
"","3/13/2024 3:00","3/13/2024 4:00","6.39","766.93","","8/23/2024 3:00","8/23/2024 4:00","1.55","563.18"
"","3/13/2024 4:00","3/13/2024 5:00","6.96","773.33","","8/23/2024 4:00","8/23/2024 5:00","1.60","570.00"
"","3/13/2024 5:00","3/13/2024 6:00","7.09","818.15","","8/23/2024 5:00","8/23/2024 6:00","1.68","663.83"
"","3/13/2024 6:00","3/13/2024 7:00","7.34","1170.72","","8/23/2024 6:00","8/23/2024 7:00","1.71","766.73"
"","3/13/2024 7:00","3/13/2024 8:00","6.84","1459.72","","8/23/2024 7:00","8/23/2024 8:00","1.78","828.53"
"","3/13/2024 8:00","3/13/2024 9:00","6.94","1505.28","","8/23/2024 8:00","8/23/2024 9:00","2.04","893.25"
"","3/13/2024 9:00","3/13/2024 10:00","6.86","1460.61","","8/23/2024 9:00","8/23/2024 10:00","2.02","652.20"
"","3/13/2024 10:00","3/13/2024 11:00","6.73","1290.50","","8/23/2024 10:00","8/23/2024 11:00","1.80","365.78"
"","3/13/2024 11:00","3/13/2024 12:00","6.46","1049.67","","8/23/2024 11:00","8/23/2024 12:00","1.73","356.93"
"","3/13/2024 12:00","3/13/2024 13:00","6.21","916.42","","8/23/2024 12:00","8/23/2024 13:00","1.72","370.43"
"","3/13/2024 13:00","3/13/2024 14:00","6.26","893.34","","8/23/2024 13:00","8/23/2024 14:00","1.62","348.75"
"","3/13/2024 14:00","3/13/2024 15:00","6.34","893.34","","8/23/2024 14:00","8/23/2024 15:00","1.62","348.75"
"","3/13/2024 15:00","3/13/2024 16:00","6.66","900.78","","8/23/2024 15:00","8/23/2024 16:00","1.67","350.63"
"","3/13/2024 16:00","3/13/2024 17:00","6.71","1118.39","","8/23/2024 16:00","8/23/2024 17:00","1.61","338.03"
"","3/13/2024 17:00","3/13/2024 18:00","6.81","1400.01","","8/23/2024 17:00","8/23/2024 18:00","1.65","351.98"
"","3/13/2024 18:00","3/13/2024 19:00","6.47","1651.19","","8/23/2024 18:00","8/23/2024 19:00","1.65","417.68"
"","3/13/2024 19:00","3/13/2024 20:00","6.26","1538.03","","8/23/2024 19:00","8/23/2024 20:00","1.67","867.23"
"","3/13/2024 20:00","3/13/2024 21:00","6.20","1398.52","","8/23/2024 20:00","8/23/2024 21:00","1.68","981.45"
"","3/13/2024 21:00","3/13/2024 22:00","6.22","1257.52","","8/23/2024 21:00","8/23/2024 22:00","1.62","1034.18"
"","3/13/2024 22:00","3/13/2024 23:00","6.15","1198.34","","8/23/2024 22:00","8/23/2024 23:00","1.61","972.53"
"","3/13/2024 23:00","3/14/2024 0:00","6.19","1117.57","","8/23/2024 23:00","8/24/2024 0:00","1.70","882.90"
"","3/14/2024 0:00","3/14/2024 1:00","6.15","1010.17","","8/24/2024 0:00","8/24/2024 1:00","1.71","757.50"
"","3/14/2024 1:00","3/14/2024 2:00","6.33","985.59","","8/24/2024 1:00","8/24/2024 2:00","1.75","722.70"
"","3/14/2024 2:00","3/14/2024 3:00","6.32","984.39","","8/24/2024 2:00","8/24/2024 3:00","1.66","634.13"
"","3/14/2024 3:00","3/14/2024 4:00","6.38","984.10","","8/24/2024 3:00","8/24/2024 4:00","1.64","626.85"
"","3/14/2024 4:00","3/14/2024 5:00","7.02","985.59","","8/24/2024 4:00","8/24/2024 5:00","1.70","700.13"
"","3/14/2024 5:00","3/14/2024 6:00","7.21","1057.17","","8/24/2024 5:00","8/24/2024 6:00","1.78","745.13"
"","3/14/2024 6:00","3/14/2024 7:00","7.40","1238.09","","8/24/2024 6:00","8/24/2024 7:00","1.80","855.00"
"","3/14/2024 7:00","3/14/2024 8:00","6.92","1489.63","","8/24/2024 7:00","8/24/2024 8:00","1.78","855.00"
"","3/14/2024 8:00","3/14/2024 9:00","7.06","1541.69","","8/24/2024 8:00","8/24/2024 9:00","1.82","778.20"
"","3/14/2024 9:00","3/14/2024 10:00","7.02","1345.20","","8/24/2024 9:00","8/24/2024 10:00","1.90","638.03"
"","3/14/2024 10:00","3/14/2024 11:00","7.12","1029.83","","8/24/2024 10:00","8/24/2024 11:00","1.86","597.83"
"","3/14/2024 11:00","3/14/2024 12:00","7.08","1036.53","","8/24/2024 11:00","8/24/2024 12:00","1.88","572.93"
"","3/14/2024 12:00","3/14/2024 13:00","7.08","970.99","","8/24/2024 12:00","8/24/2024 13:00","1.83","553.50"
"","3/14/2024 13:00","3/14/2024 14:00","7.00","934.12","","8/24/2024 13:00","8/24/2024 14:00","1.76","523.88"
"","3/14/2024 14:00","3/14/2024 15:00","6.64","945.44","","8/24/2024 14:00","8/24/2024 15:00","1.63","563.48"
"","3/14/2024 15:00","3/14/2024 16:00","7.09","985.59","","8/24/2024 15:00","8/24/2024 16:00","1.57","582.75"
"","3/14/2024 16:00","3/14/2024 17:00","7.07","1137.39","","8/24/2024 16:00","8/24/2024 17:00","1.55","581.63"
"","3/14/2024 17:00","3/14/2024 18:00","7.03","1346.76","","8/24/2024 17:00","8/24/2024 18:00","1.54","730.95"
"","3/14/2024 18:00","3/14/2024 19:00","6.53","1489.63","","8/24/2024 18:00","8/24/2024 19:00","1.56","864.38"
"","3/14/2024 19:00","3/14/2024 20:00","6.38","1437.34","","8/24/2024 19:00","8/24/2024 20:00","1.56","1051.43"
"","3/14/2024 20:00","3/14/2024 21:00","6.51","1309.52","","8/24/2024 20:00","8/24/2024 21:00","1.59","1049.40"
"","3/14/2024 21:00","3/14/2024 22:00","6.34","1192.43","","8/24/2024 21:00","8/24/2024 22:00","1.57","929.40"
"","3/14/2024 22:00","3/14/2024 23:00","6.41","1124.95","","8/24/2024 22:00","8/24/2024 23:00","1.55","714.38"
"","3/14/2024 23:00","3/15/2024 0:00","6.35","1055.68","","8/24/2024 23:00","8/25/2024 0:00","1.62","607.05"
